#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MJ_745_01865	324925.Ppha_2703	0.0	1333.0	COG0460@1|root,COG0527@1|root,COG0460@2|Bacteria,COG0527@2|Bacteria,1FDBS@1090|Chlorobi	1090|Chlorobi	E	PFAM aspartate glutamate uridylate kinase	-	-	1.1.1.3,2.7.2.4	ko:K12524	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00017,M00018,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase,ACT,ACT_7,Homoserine_dh,NAD_binding_3
MJ_745_01866	324925.Ppha_2704	3.07e-172	484.0	COG0224@1|root,COG0224@2|Bacteria,1FD78@1090|Chlorobi	1090|Chlorobi	F	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex	atpG	-	-	ko:K02115	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt
MJ_745_01867	324925.Ppha_2705	0.0	950.0	COG0056@1|root,COG0056@2|Bacteria,1FDND@1090|Chlorobi	1090|Chlorobi	F	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	atpA	-	3.6.3.14	ko:K02111	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N
MJ_745_01868	324925.Ppha_2706	2.46e-204	568.0	COG0083@1|root,COG0083@2|Bacteria,1FDQ9@1090|Chlorobi	1090|Chlorobi	F	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate	thrB	-	2.7.1.39	ko:K00872	ko00260,ko01100,ko01110,ko01120,ko01230,map00260,map01100,map01110,map01120,map01230	M00018	R01771	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	GHMP_kinases_C,GHMP_kinases_N
MJ_745_01869	324925.Ppha_2707	3.2e-254	704.0	COG0498@1|root,COG0498@2|Bacteria,1FDCN@1090|Chlorobi	1090|Chlorobi	H	TIGRFAM threonine synthase	-	-	4.2.3.1	ko:K01733	ko00260,ko00750,ko01100,ko01110,ko01120,ko01230,map00260,map00750,map01100,map01110,map01120,map01230	M00018	R01466,R05086	RC00017,RC00526	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP,Thr_synth_N
MJ_745_01870	324925.Ppha_2708	2.01e-116	339.0	COG0204@1|root,COG0204@2|Bacteria,1FDPA@1090|Chlorobi	1090|Chlorobi	I	Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family	-	-	2.3.1.51	ko:K00655	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R02241,R09381	RC00004,RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyltransferase
MJ_745_01871	290315.Clim_2336	1.01e-94	277.0	COG0054@1|root,COG0054@2|Bacteria,1FDXK@1090|Chlorobi	1090|Chlorobi	H	Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin	ribH	-	2.5.1.78	ko:K00794	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R04457	RC00960	ko00000,ko00001,ko00002,ko01000	-	-	-	DMRL_synthase
MJ_745_01872	324925.Ppha_2710	1.18e-118	342.0	COG0279@1|root,COG0279@2|Bacteria,1FDUK@1090|Chlorobi	1090|Chlorobi	F	Catalyzes the isomerization of sedoheptulose 7-phosphate in D-glycero-D-manno-heptose 7-phosphate	gmhA	-	5.3.1.28	ko:K03271	ko00540,ko01100,map00540,map01100	M00064	R05645,R09768,R09769	RC00434	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	SIS_2
MJ_745_01874	324925.Ppha_2714	1.85e-242	667.0	COG0407@1|root,COG0407@2|Bacteria,1FDJ2@1090|Chlorobi	1090|Chlorobi	H	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III	hemE	-	4.1.1.37	ko:K01599	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03197,R04972	RC00872	ko00000,ko00001,ko00002,ko01000	-	-	-	URO-D
MJ_745_01875	324925.Ppha_2715	3.48e-185	516.0	COG2048@1|root,COG2048@2|Bacteria,1FDE8@1090|Chlorobi	1090|Chlorobi	C	CoB--CoM heterodisulfide reductase	-	-	-	ko:K00241	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002	-	-	-	CCG
MJ_745_01876	324925.Ppha_2716	1.17e-212	591.0	COG0479@1|root,COG0479@2|Bacteria,1FDNF@1090|Chlorobi	1090|Chlorobi	C	TIGRFAM succinate dehydrogenase and fumarate reductase iron-sulfur protein	-	-	1.3.5.1,1.3.5.4	ko:K00240	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	Fer2_3,Fer4_8
MJ_745_01877	290317.Cpha266_0177	0.0	1032.0	COG1053@1|root,COG1053@2|Bacteria,1FDQ3@1090|Chlorobi	1090|Chlorobi	C	TIGRFAM succinate dehydrogenase or fumarate reductase, flavoprotein subunit	-	-	1.3.5.1,1.3.5.4	ko:K00239	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko05134,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map05134	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_2,Succ_DH_flav_C
MJ_745_01878	290512.Paes_0247	1.41e-93	274.0	COG2905@1|root,COG2905@2|Bacteria,1FDZW@1090|Chlorobi	1090|Chlorobi	T	signal-transduction protein with CBS domains	-	-	-	-	-	-	-	-	-	-	-	-	CBS
MJ_745_01879	324925.Ppha_2720	3.98e-111	323.0	COG0491@1|root,COG0491@2|Bacteria,1FDV9@1090|Chlorobi	1090|Chlorobi	S	Belongs to the metallo-beta-lactamase superfamily. Glyoxalase II family	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
MJ_745_01880	324925.Ppha_2721	8.67e-55	172.0	29GHY@1|root,303FP@2|Bacteria,1FFD5@1090|Chlorobi	1090|Chlorobi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_01881	324925.Ppha_2722	0.0	1789.0	COG0841@1|root,COG0841@2|Bacteria,1FDJ5@1090|Chlorobi	1090|Chlorobi	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	-	-	-	-	-	-	-	-	-	-	-	ACR_tran
MJ_745_01882	324925.Ppha_2723	8.25e-37	129.0	COG0845@1|root,COG0845@2|Bacteria,1FFJQ@1090|Chlorobi	1090|Chlorobi	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_01883	324925.Ppha_2724	1.03e-224	630.0	COG1538@1|root,COG1538@2|Bacteria,1FD6I@1090|Chlorobi	1090|Chlorobi	MU	PFAM outer membrane efflux protein	-	-	-	-	-	-	-	-	-	-	-	-	OEP
MJ_745_01884	324925.Ppha_2725	6.75e-38	127.0	COG1937@1|root,COG1937@2|Bacteria,1FFHF@1090|Chlorobi	1090|Chlorobi	S	Metal-sensitive transcriptional repressor	-	-	-	-	-	-	-	-	-	-	-	-	Trns_repr_metal
MJ_745_01885	324925.Ppha_2726	7.04e-102	300.0	28Q34@1|root,2ZJSC@2|Bacteria,1FDUD@1090|Chlorobi	1090|Chlorobi	S	Protein of unknown function (DUF1997)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1997
MJ_745_01887	324925.Ppha_2754	5.84e-97	287.0	COG0716@1|root,COG0716@2|Bacteria,1FFQ4@1090|Chlorobi	1090|Chlorobi	C	Flavodoxin domain	-	-	-	-	-	-	-	-	-	-	-	-	Flavodoxin_5,PCP_red
MJ_745_01888	290317.Cpha266_0202	6.79e-26	97.4	2FHZI@1|root,349SF@2|Bacteria,1FFGQ@1090|Chlorobi	1090|Chlorobi	-	-	-	GO:0005575,GO:0005622,GO:0005623,GO:0033105,GO:0034646,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044446,GO:0044464,GO:0046858	-	ko:K08946	-	-	-	-	ko00000,ko00194	-	-	-	-
MJ_745_01889	324925.Ppha_2760	4.91e-164	468.0	COG3178@1|root,COG3178@2|Bacteria,1FEBN@1090|Chlorobi	1090|Chlorobi	S	PFAM aminoglycoside phosphotransferase	-	-	2.7.1.221	ko:K07102	ko00520,ko01100,map00520,map01100	-	R08968,R11024	RC00002,RC00078	ko00000,ko00001,ko01000	-	-	-	APH
MJ_745_01890	324925.Ppha_2761	1.72e-144	416.0	COG1208@1|root,COG1208@2|Bacteria,1FDKD@1090|Chlorobi	1090|Chlorobi	M	PFAM Nucleotidyl transferase	-	-	2.7.7.13	ko:K00966	ko00051,ko00520,ko01100,ko01110,map00051,map00520,map01100,map01110	M00114,M00361,M00362	R00885	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	NTP_transferase
MJ_745_01891	324925.Ppha_2762	1.25e-217	607.0	COG3876@1|root,COG3876@2|Bacteria,1FEP8@1090|Chlorobi	1090|Chlorobi	S	PFAM conserved	-	-	-	-	-	-	-	-	-	-	-	-	DUF1343
MJ_745_01892	290317.Cpha266_0206	1.3e-225	634.0	COG0591@1|root,COG0591@2|Bacteria,1FDKA@1090|Chlorobi	1090|Chlorobi	E	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family	-	-	-	-	-	-	-	-	-	-	-	-	SSF
MJ_745_01893	324925.Ppha_2765	1.7e-53	170.0	COG0745@1|root,COG0745@2|Bacteria,1FFE8@1090|Chlorobi	1090|Chlorobi	T	PFAM response regulator receiver	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg
MJ_745_01894	324925.Ppha_2766	8.07e-130	372.0	COG0702@1|root,COG0702@2|Bacteria,1FD8W@1090|Chlorobi	1090|Chlorobi	GM	PFAM NAD-dependent epimerase dehydratase	-	-	-	-	-	-	-	-	-	-	-	-	NAD_binding_10
MJ_745_01895	290315.Clim_2361	5.86e-20	100.0	COG1357@1|root,COG1357@2|Bacteria,1FEDU@1090|Chlorobi	1090|Chlorobi	S	PFAM pentapeptide repeat protein	-	-	-	-	-	-	-	-	-	-	-	-	Pentapeptide
MJ_745_01896	324925.Ppha_2768	2.89e-52	165.0	2EDN9@1|root,337I0@2|Bacteria,1FE65@1090|Chlorobi	1090|Chlorobi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_01897	290317.Cpha266_0213	3.66e-239	664.0	COG0003@1|root,COG0003@2|Bacteria,1FEZR@1090|Chlorobi	1090|Chlorobi	P	TIGRFAM arsenite-activated ATPase ArsA	-	-	3.6.3.16	ko:K01551	-	-	-	-	ko00000,ko01000,ko02000	3.A.19.1,3.A.21.1,3.A.4.1	-	-	ArsA_ATPase
MJ_745_01898	324925.Ppha_2769	3.74e-108	317.0	2DUPQ@1|root,33RMI@2|Bacteria,1FF02@1090|Chlorobi	1090|Chlorobi	S	PAS domain	-	-	-	-	-	-	-	-	-	-	-	-	PAS_3
MJ_745_01899	324925.Ppha_2771	0.0	1059.0	COG3158@1|root,COG3158@2|Bacteria,1FEIA@1090|Chlorobi	1090|Chlorobi	P	Transport of potassium into the cell	kup	-	-	ko:K03549	-	-	-	-	ko00000,ko02000	2.A.72	-	-	K_trans
MJ_745_01900	324925.Ppha_2772	7.35e-55	177.0	COG0797@1|root,COG0797@2|Bacteria,1FE4I@1090|Chlorobi	1090|Chlorobi	M	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	-	-	-	ko:K03642	-	-	-	-	ko00000	-	-	-	DPBB_1
MJ_745_01901	290315.Clim_2367	1.95e-43	147.0	COG0797@1|root,COG0797@2|Bacteria,1FE4I@1090|Chlorobi	1090|Chlorobi	M	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	-	-	-	ko:K03642	-	-	-	-	ko00000	-	-	-	DPBB_1
MJ_745_01902	324925.Ppha_2114	1.04e-90	274.0	COG0500@1|root,COG0500@2|Bacteria,1FF4S@1090|Chlorobi	1090|Chlorobi	Q	Mycolic acid cyclopropane synthetase	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_25
MJ_745_01903	324925.Ppha_2773	7.96e-315	874.0	COG4232@1|root,COG4232@2|Bacteria,1FDRS@1090|Chlorobi	1090|Chlorobi	C	Required to facilitate the formation of correct disulfide bonds in some periplasmic proteins and for the assembly of the periplasmic c-type cytochromes. Acts by transferring electrons from cytoplasmic thioredoxin to the periplasm. This transfer involves a cascade of disulfide bond formation and reduction steps	dsbD	-	1.8.1.8	ko:K04084	-	-	-	-	ko00000,ko01000,ko03110	5.A.1.1	-	-	DsbC,DsbD,Thioredoxin_7
MJ_745_01904	319225.Plut_1569	1.4e-128	376.0	COG1477@1|root,COG1477@2|Bacteria,1FEXC@1090|Chlorobi	1090|Chlorobi	H	Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein	-	-	2.7.1.180	ko:K03734	-	-	-	-	ko00000,ko01000	-	-	-	ApbE
MJ_745_01905	319225.Plut_1571	1.72e-25	96.7	2E3QA@1|root,32YN8@2|Bacteria,1FFJG@1090|Chlorobi	1090|Chlorobi	M	Domain of unknown function (DUF4266)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4266
MJ_745_01906	194439.CT1072	4.51e-71	219.0	COG0526@1|root,COG0526@2|Bacteria,1FE88@1090|Chlorobi	1090|Chlorobi	CO	PFAM alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen	-	-	-	-	-	-	-	-	-	-	-	-	AhpC-TSA
MJ_745_01907	319225.Plut_1570	1.54e-165	478.0	COG2831@1|root,COG2831@2|Bacteria,1FE94@1090|Chlorobi	1090|Chlorobi	U	Protein of unknown function (DUF3570)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3570
MJ_745_01908	331678.Cphamn1_0511	2.64e-62	205.0	28PPG@1|root,2ZCBV@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OMP_b-brl
MJ_745_01909	319225.Plut_1570	8.34e-168	484.0	COG2831@1|root,COG2831@2|Bacteria,1FE94@1090|Chlorobi	1090|Chlorobi	U	Protein of unknown function (DUF3570)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3570
MJ_745_01910	517417.Cpar_1676	1.01e-59	217.0	COG1404@1|root,COG1404@2|Bacteria,1FFAM@1090|Chlorobi	1090|Chlorobi	O	PFAM peptidase S8 and S53 subtilisin kexin sedolisin	-	-	-	-	-	-	-	-	-	-	-	-	Big_5,Peptidase_S8
MJ_745_01911	319225.Plut_1570	1.85e-134	397.0	COG2831@1|root,COG2831@2|Bacteria,1FE94@1090|Chlorobi	1090|Chlorobi	U	Protein of unknown function (DUF3570)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3570
MJ_745_01912	319225.Plut_1571	1.41e-23	91.7	2E3QA@1|root,32YN8@2|Bacteria,1FFJG@1090|Chlorobi	1090|Chlorobi	M	Domain of unknown function (DUF4266)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4266
MJ_745_01913	319225.Plut_1572	4.25e-72	222.0	COG0526@1|root,COG0526@2|Bacteria,1FE88@1090|Chlorobi	1090|Chlorobi	CO	PFAM alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen	-	-	-	-	-	-	-	-	-	-	-	-	AhpC-TSA
MJ_745_01914	331678.Cphamn1_0650	6.16e-60	193.0	COG3794@1|root,COG3794@2|Bacteria	2|Bacteria	C	PFAM blue (type 1) copper domain protein	-	-	-	-	-	-	-	-	-	-	-	-	CarboxypepD_reg
MJ_745_01915	247490.KSU1_B0263	4.1e-20	89.0	COG2010@1|root,COG2010@2|Bacteria,2J3VF@203682|Planctomycetes	203682|Planctomycetes	C	Cytochrome C oxidase, cbb3-type, subunit III	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrome_CBB3
MJ_745_01916	237368.SCABRO_00346	2.44e-104	352.0	COG2010@1|root,COG2010@2|Bacteria,2IYC2@203682|Planctomycetes	203682|Planctomycetes	C	Cytochrome c	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_C
MJ_745_01917	247490.KSU1_B0694	1.33e-107	320.0	COG1290@1|root,COG1290@2|Bacteria,2IYI0@203682|Planctomycetes	203682|Planctomycetes	C	Cytochrome b(C-terminal)/b6/petD	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_B_C
MJ_745_01918	237368.SCABRO_02627	4.83e-126	365.0	COG1290@1|root,COG1290@2|Bacteria,2IX3Q@203682|Planctomycetes	203682|Planctomycetes	C	Domain of unknown function (DUF4405)	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrome_B
MJ_745_01920	671143.DAMO_1672	3.39e-55	180.0	COG0723@1|root,COG0723@2|Bacteria,2NRUZ@2323|unclassified Bacteria	2|Bacteria	C	Rieske [2Fe-2S] domain	-	-	1.10.9.1	ko:K02636,ko:K03886	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00151,M00162	R03817,R08409	RC01002	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	Rieske
MJ_745_01921	237368.SCABRO_00535	8.76e-19	96.7	COG3637@1|root,COG3637@2|Bacteria,2J46X@203682|Planctomycetes	203682|Planctomycetes	M	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_01922	324925.Ppha_2775	7.24e-227	633.0	COG1333@1|root,COG1333@2|Bacteria,1FECN@1090|Chlorobi	1090|Chlorobi	O	ResB-like family	-	-	-	-	-	-	-	-	-	-	-	-	ResB
MJ_745_01923	324925.Ppha_2776	8.13e-171	479.0	COG0755@1|root,COG0755@2|Bacteria,1FEJ8@1090|Chlorobi	1090|Chlorobi	O	PFAM cytochrome c assembly protein	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_C_asm
MJ_745_01924	873517.HMPREF1977_1139	9.56e-50	175.0	COG2990@1|root,COG2990@2|Bacteria,4P3F6@976|Bacteroidetes,1I94J@117743|Flavobacteriia,1EQ82@1016|Capnocytophaga	976|Bacteroidetes	S	Protein of unknown function (DUF535)	-	-	-	ko:K09824	-	-	-	-	ko00000	-	-	-	DUF535
MJ_745_01925	324925.Ppha_2779	3.3e-256	712.0	COG0486@1|root,COG0486@2|Bacteria,1FDD3@1090|Chlorobi	1090|Chlorobi	J	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34	mnmE	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	ko:K03650	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko01000,ko03016	-	-	-	MMR_HSR1,MnmE_helical,TrmE_N
MJ_745_01926	324925.Ppha_2780	8.2e-150	426.0	COG1694@1|root,COG3956@2|Bacteria,1FDJ7@1090|Chlorobi	1090|Chlorobi	S	TIGRFAM MazG family protein	-	-	3.6.1.66	ko:K02428	ko00230,map00230	-	R00426,R00720,R01855,R02100,R02720,R03531	RC00002	ko00000,ko00001,ko01000	-	-	-	MazG
MJ_745_01927	290317.Cpha266_2535	1.1e-89	271.0	COG0400@1|root,COG0400@2|Bacteria,1FF1R@1090|Chlorobi	1090|Chlorobi	S	PFAM phospholipase Carboxylesterase	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_2
MJ_745_01928	324925.Ppha_2782	0.0	1923.0	COG0366@1|root,COG3281@1|root,COG0366@2|Bacteria,COG3281@2|Bacteria,1FECD@1090|Chlorobi	1090|Chlorobi	G	SMART alpha amylase, catalytic sub domain	-	-	3.2.1.1,5.4.99.16	ko:K05343	ko00500,ko01100,map00500,map01100	-	R01557,R02108,R02112,R11262	RC01816	ko00000,ko00001,ko01000	-	GH13	-	Alpha-amylase,Malt_amylase_C
MJ_745_01929	324925.Ppha_2783	0.0	1093.0	COG0366@1|root,COG0366@2|Bacteria,1FDQY@1090|Chlorobi	1090|Chlorobi	F	Maltosyltransferase that uses maltose 1-phosphate (M1P) as the sugar donor to elongate linear or branched alpha-(1- 4)- glucans. Is involved in a branched alpha-glucan biosynthetic pathway from trehalose, together with TreS, Mak and GlgB	glgE	-	2.4.99.16	ko:K16147	ko00500,ko01100,map00500,map01100	-	R09994	-	ko00000,ko00001,ko01000	-	GH13	-	Alpha-amylase,DUF3416
MJ_745_01931	324925.Ppha_2784	2.33e-242	668.0	COG1186@1|root,COG1186@2|Bacteria,1FEWQ@1090|Chlorobi	1090|Chlorobi	J	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA	prfB	-	-	ko:K02836	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
MJ_745_01932	324925.Ppha_2785	3.04e-101	304.0	COG1409@1|root,COG1409@2|Bacteria,1FE4P@1090|Chlorobi	1090|Chlorobi	S	PFAM metallophosphoesterase	-	-	-	-	-	-	-	-	-	-	-	-	Metallophos
MJ_745_01933	290315.Clim_0329	4.65e-27	109.0	COG3637@1|root,COG3637@2|Bacteria	2|Bacteria	M	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety	-	-	-	ko:K12980	-	-	-	-	ko00000,ko01005	-	-	-	Alginate_exp,OMP_b-brl,Surface_Ag_2
MJ_745_01934	324925.Ppha_2796	1.56e-155	449.0	COG0381@1|root,COG0381@2|Bacteria,1FDZG@1090|Chlorobi	1090|Chlorobi	M	Belongs to the UDP-N-acetylglucosamine 2-epimerase family	-	-	5.1.3.14	ko:K01791	ko00520,ko01100,ko05111,map00520,map01100,map05111	M00362	R00420	RC00290	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Epimerase_2
MJ_745_01935	324925.Ppha_2797	6.04e-134	389.0	COG1452@1|root,COG1452@2|Bacteria,1FE6F@1090|Chlorobi	1090|Chlorobi	M	OstA-like protein	-	-	-	-	-	-	-	-	-	-	-	-	OstA_2
MJ_745_01936	324925.Ppha_2799	4.09e-146	416.0	COG1381@1|root,COG1381@2|Bacteria,1FE9W@1090|Chlorobi	1090|Chlorobi	L	Involved in DNA repair and RecF pathway recombination	recO	-	-	ko:K03584	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	RecO_C,RecO_N
MJ_745_01937	324925.Ppha_2800	2.03e-291	798.0	COG0001@1|root,COG0001@2|Bacteria,1FDCG@1090|Chlorobi	1090|Chlorobi	F	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family. HemL subfamily	hemL	-	5.4.3.8	ko:K01845	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R02272	RC00677	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
MJ_745_01938	324925.Ppha_2801	1.17e-54	172.0	COG1993@1|root,COG1993@2|Bacteria	2|Bacteria	T	acr, cog1993	-	-	-	ko:K06199,ko:K09137	-	-	-	-	ko00000,ko02000	1.A.43.1,1.A.43.2,1.A.43.3	-	-	CBS,DUF190
MJ_745_01939	324925.Ppha_2802	9.27e-64	197.0	COG0239@1|root,COG0239@2|Bacteria,1FE6H@1090|Chlorobi	1090|Chlorobi	D	Important for reducing fluoride concentration in the cell, thus reducing its toxicity	crcB	-	-	ko:K06199	-	-	-	-	ko00000,ko02000	1.A.43.1,1.A.43.2,1.A.43.3	-	-	CRCB
MJ_745_01940	324925.Ppha_2803	4.04e-41	135.0	2E3KK@1|root,32YIW@2|Bacteria,1FE90@1090|Chlorobi	1090|Chlorobi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_01941	324925.Ppha_2804	3.06e-98	290.0	COG3449@1|root,COG3449@2|Bacteria,1FEK2@1090|Chlorobi	1090|Chlorobi	L	SOUL heme-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	SOUL
MJ_745_01942	340177.Cag_0014	8.69e-26	99.0	COG0816@1|root,COG0816@2|Bacteria,1FE4Q@1090|Chlorobi	1090|Chlorobi	J	Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA	-	-	-	ko:K07447	-	-	-	-	ko00000,ko01000	-	-	-	RuvX
MJ_745_01943	324925.Ppha_2806	5.08e-114	329.0	COG0461@1|root,COG0461@2|Bacteria,1FDU8@1090|Chlorobi	1090|Chlorobi	F	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)	pyrE	-	2.4.2.10	ko:K00762	ko00240,ko01100,map00240,map01100	M00051	R01870	RC00611	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyltran
MJ_745_01944	324925.Ppha_2807	8.98e-141	405.0	COG0287@1|root,COG0287@2|Bacteria,1FDY6@1090|Chlorobi	1090|Chlorobi	C	PFAM Prephenate dehydrogenase	-	-	1.3.1.12	ko:K00210	ko00400,ko00401,ko01100,ko01110,ko01130,ko01230,map00400,map00401,map01100,map01110,map01130,map01230	M00025	R01728	RC00125	ko00000,ko00001,ko00002,ko01000	-	-	-	PDH
MJ_745_01945	324925.Ppha_2808	1.11e-158	450.0	COG0061@1|root,COG0061@2|Bacteria,1FDCH@1090|Chlorobi	1090|Chlorobi	F	Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP	nadK	-	2.7.1.23	ko:K00858	ko00760,ko01100,map00760,map01100	-	R00104	RC00002,RC00078	ko00000,ko00001,ko01000	-	-	-	NAD_kinase
MJ_745_01946	324925.Ppha_2809	3.13e-243	681.0	2CCJ8@1|root,335J6@2|Bacteria,1FES4@1090|Chlorobi	1090|Chlorobi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MJ_745_01947	324925.Ppha_2810	4.66e-102	298.0	COG1778@1|root,COG1778@2|Bacteria,1FE3R@1090|Chlorobi	1090|Chlorobi	C	TIGRFAM 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family	-	-	3.1.3.45	ko:K03270	ko00540,ko01100,map00540,map01100	M00063	R03350	RC00017	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	-
